Flight#:string, Date:string, Reg:string, From:string, To:string, PIC:number, Type:string, Landings:number, Aprcs:number, Comment:string, Dual:number, ActI:number, SimI:number, Sim:number, Type:1:string, Class:string, Tailwheel:string, Turbine:string
1248,2017/02/02,N338BC,KPAE,KPAE,1,T194,4,0,AWO,0,0,0,0,T194,SEL,1,0
1247,2017/01/13,N4242G,KPAE,KPAE,1,8KCAB,1,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1246,2017/01/11,N824MZ,KBFI,KBFI,0.6,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1245,2017/01/11,N4242G,KPAE,KPAE,0.4,8KCAB,1,0,return with MP gauge issue,0,0,0,0,8KCAB,SEL,1,0
1244,2017/01/06,ZU-IIV,FASI,FASI,1.5,T194,6,0,--,0,0,0,0,T194,SEL,1,0
1243,2017/01/05,N248JP,FAPM,FALA,2.2,C208,2,0,via FASI,0,0,0,0,C208,SEL,0,1
1242,2017/01/02,N248JP,FAPE,FAPM,2.1,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1241,2017/01/01,N248JP,FACT,FAPE,2.2,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1240,2016/12/26,N248JP,FYWH,FAUP,2.2,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1239,2016/12/26,N248JP,FYSO,FYWH,0.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1238,2016/12/26,N248JP,FAUP,FACT,1.8,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1237,2016/12/20,N248JP,FYWE,FYSO,0.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1236,2016/12/19,N248JP,FACT,FYWE,5.5,C208,3,0,"land at FYLZ, FYWH",0,0,0,0,C208,SEL,0,1
1235,2016/12/17,N248JP,FASH,FACT,0.5,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1234,2016/12/16,N507PM,FAPG,FASH,3,T194,2,0,"land at FAGG, end of Rally?",0,0,0,0,T194,SEL,1,0
1233,2016/12/15,N507PM,FAHV,FAPG,2.7,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1232,2016/12/14,N507PM,FATP,FAHV,1.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1231,2016/12/14,N507PM,FASI,FATP,2.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1230,2016/12/13,N248JP,FASI,FASI,1.5,C208,3,0,"Petit, FAGM",0,0,0,0,C208,SEL,0,1
1229,2016/12/12,N507PM,FBSK,FALA,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1228,2016/12/12,N507PM,FASY,FASI,0.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1227,2016/12/12,N507PM,FALA,FASY,0.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1226,2016/12/11,N507PM,FBLV,FBSK,2.7,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1225,2016/12/10,N507PM,FVBU,FBLV,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1224,2016/12/08,N507PM,FVFA,FVFA,0.6,T194,1,0,photo over falls with Adam/Travellair,0,0,0,0,T194,SEL,1,0
1223,2016/12/08,N507PM,FVFA,FVBU,2.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1222,2016/12/07,N507PM,FVFA,FVFA,1.5,T194,3,0,flights over Vic Falls,0,0,0,0,T194,SEL,1,0
1221,2016/12/06,N507PM,FLKK,FVFA,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1220,2016/12/04,N507PM,FLAA,FLKK,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1219,2016/12/03,N507PM,HTGW,FLKS,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1218,2016/12/03,N507PM,FLKS,FLAA,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1217,2016/12/02,N507PM,HTZA,HTDO,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1216,2016/12/02,N507PM,HTDO,HTGW,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1215,2016/11/30,N507PM,HTLM,HTKJ,1.2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1214,2016/11/30,N507PM,HTKJ,HTZA,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1213,2016/11/29,N507PM,HTAR,HTLM,1,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1212,2016/11/29,N507PM,HTKJ,HTAR,0.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1211,2016/11/28,N507PM,HKNW,HTKJ,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1210,2016/11/26,N507PM,HKLK,HKEL,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1209,2016/11/26,N507PM,HKEL,HKNW,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1208,2016/11/25,N507PM,HAGM,HKLK,3.8,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1207,2016/11/22,N507PM,HSDZ,HAGM,2.8,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1206,2016/11/22,N507PM,HSSS,HSDZ,2.8,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1205,2016/11/20,N507PM,HSMR,HSSS,2.9,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1204,2016/11/18,N507PM,HSDN,HSMR,1.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1203,2016/11/18,N507PM,HEBL,HSDN,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1202,2016/11/17,N507PM,HESN,HEBL,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1201,2016/11/16,N507PM,HELX,HESN,1.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1200,2016/11/16,N507PM,HEHG,HELX,1.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1199,2016/11/15,N507PM,HEOC,HEHG,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1198,2016/11/13,N507PM,HEMM,HEOC,3.25,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1197,2016/11/12,N507PM,FGST,HEMM,3.25,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1196,2016/11/11,N507PM,FGMG,FGST,3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1195,2016/10/28,N506PM,LFRM,LFBL,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1194,2016/10/27,N506PM,LFAT,LFRM,2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1193,2016/10/22,N506PM,EGKA,EGKA,0.5,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1192,2016/10/07,N338BC,KPAE,KPAE,1.2,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1191,2016/10/03,N338BC,KPAE,KPAE,2.3,T194,1,0,--,0,0,0,0,T194,SEL,1,0
1190,2016/09/29,N338BC,KPAE,KPAE,2.5,T194,12,0,AWO & BVS,0,0,0,0,T194,SEL,1,0
1189,2016/09/28,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1188,2016/09/26,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1187,2016/08/28,N824MZ,KCOE,KBFI,1.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1186,2016/08/26,N248JP,KDAY,KSPI,1.6,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1185,2016/08/26,N248JP,KSPI,KPTT,2.6,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1184,2016/08/26,N248JP,KPTT,KPUB,1.7,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1183,2016/08/25,N248JP,KAVP,KAVP,0.4,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1182,2016/08/25,N248JP,KAVP,KDAY,1.6,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1181,2016/08/25,N248JP,KBED,KAVP,1.6,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1180,2016/08/24,N248JP,KTEB,KBED,1.2,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1179,2016/08/18,N248JP,KZZV,KTEB,2,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1178,2016/08/18,N248JP,KPDA,KZZV,2,C208,1,0,--,0,0,0,0,C208,SEL,0,1
1177,2016/08/17,N248JP,KVEL,KDPA,0,C208,3,0,"w. Steve Zurovski, stop at KAIA, KFOD",6.3,0,0,0,C208,SEL,0,1
1176,2016/08/16,N248JP,KSJC,KVEL,0,C208,2,0,"w. Steve Zurovski, stop at KEKO",4,0,0,0,C208,SEL,0,1
1175,2016/08/14,N248JP,KBFI,KSJC,0,C208,2,0,w. Steve Zurovsky. Stop at KMFR,4,0,0,0,C208,SEL,0,1
1174,2016/08/13,N248JP,KPAE,KPAE,0,C208,3,0,w. Bill Dibiasio,2,0,0,0,C208,SEL,0,1
1173,2016/08/13,N248JP,KPAE,KPAE,0,C208,2,0,w. Bill Dibiasio,1,0,0,0,C208,SEL,0,1
1172,2016/08/12,N248JP,KPAE,KPAE,0,C208,2,4,"w. Bill Dibiasio, 2xBVS-RNAV29, 2xPAE-RNAV34",2,0,0,0,C208,SEL,0,1
1171,2016/08/12,N248JP,KPAE,KPAE,0,C208,4,0,with Bill Dibiasio,2,0,0,0,C208,SEL,0,1
1170,2016/08/11,N338BC,KPAE,KPAE,1,T194,8,0,--,0,0,0,0,T194,SEL,1,0
1169,2016/08/11,N248JP,KPAE,KPAE,0,C208,1,0,with Steve Zurovsky,1.7,0,0,0,C208,SEL,0,1
1168,2016/08/11,N248JP,KPAE,KPAE,0,C208,1,0,with Steve Zurovsky,1,0,0,0,C208,SEL,0,1
1167,2016/08/10,N248JP,KPAE,KPAE,0,C208,3,0,with Steve Zurovsky,1,0,0,0,C208,SEL,0,1
1166,2016/08/08,N338BC,KPAE,KPAE,2.5,T194,10,0,"AWO, BVS",0,0,0,0,T194,SEL,1,0
1165,2016/08/07,N338BC,KPAE,KPAE,1,T194,7,0,--,0,0,0,0,T194,SEL,1,0
1164,2016/07/13,ZS-PSD,FAPA,FASI,4,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1163,2016/07/13,ZU-IIV,FASI,FASI,0.5,T194,6,0,tailwheel w. J,0,0,0,0,T194,SEL,1,0
1162,2016/07/11,ZS-PSD,FAMG,FAPA,2.3,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1161,2016/07/08,ZS-PSD,FAPM,FAMG,0.7,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1160,2016/07/06,ZS-PSD,FAPP,FAPM,2.5,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1159,2016/07/05,ZS-PSD,FBFT,FAPP,1.6,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1158,2016/07/05,ZS-PSD,FLRZ,FLKK,0.7,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1157,2016/07/02,ZS-PSD,FLHP,FLRZ,1.8,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1156,2016/07/02,ZS-PSD,FLKK,FBFT,2.8,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1155,2016/06/26,ZS-PSD,FLHN,FLHP,1.8,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1154,2016/06/12,N824MZ,KBFI,KBFI,1.4,AEST,2,0,to/from CYYJ,0,0,0,0,AEST,MEL,0,0
1153,2016/06/08,N4242G,KPAE,KPAE,0.6,8KCAB,4,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1152,2016/06/07,N4242G,KPAE,KPAE,1.6,8KCAB,2,0,to/from 11S (Sekui),0,0,0,0,8KCAB,SEL,1,0
1151,2016/04/29,N4242G,KPAE,KPAE,0.9,8KCAB,5,0,"acro practice, awo",0,0,0,0,8KCAB,SEL,1,0
1150,2016/04/28,N824MZ,KAPC,KBFI,3,AEST,2,0,double back ti APC for laptop,0,0,0,0,AEST,MEL,0,0
1149,2016/04/27,N824MZ,KBFI,KAPC,2.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1148,2016/04/25,N4242G,KPAE,KPAE,1.5,8KCAB,5,0,"Practice Acro, refuel AWO",0,0,0,0,8KCAB,SEL,1,0
1147,2016/04/20,N4242G,KPAE,KPAE,1,8KCAB,5,0,"Acro, AWO",0,0,0,0,8KCAB,SEL,1,0
1146,2016/04/19,N4242G,KPAE,KPAE,1.2,8KCAB,6,0,"Acro Practice, refuel @ BVS",0,0,0,0,8KCAB,SEL,1,0
1145,2016/04/17,N824MZ,CYYJ,KBFI,0.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1144,2016/04/17,N4242G,KPAE,KPAE,1,8KCAB,5,0,"Acro practice, AWO",0,0,0,0,8KCAB,SEL,1,0
1143,2016/04/16,N824MZ,KBFI,CYYJ,0.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1142,2016/04/15,N4242G,KPAE,KPAE,1,8KCAB,6,0,--,0,0,0,0,8KCAB,SEL,1,0
1141,2016/04/10,N4242G,KPAE,KPAE,1.2,8KCAB,8,0,BVS,0,0,0,0,8KCAB,SEL,1,0
1140,2016/04/03,ZS-PSD,FBMN,FALA,3.7,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1139,2016/04/03,ZS-PSD,FALA,FASI,0.6,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1138,2016/04/02,ZS-PSD,FYLS,FYKM,0.5,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1137,2016/04/02,ZS-PSD,FYKM,FBMN,1.4,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1136,2016/03/30,ZS-PSD,FYEF,FYOA,1.7,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1135,2016/03/30,ZS-PSD,FYOA,FYLS,3.8,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1134,2016/03/28,ZS-PSD,FYHO,FYEF,1.4,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1133,2016/03/25,ZS-PSD,FYSO,FYSM,1.5,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1132,2016/03/25,ZS-PSD,FYSM,FYHO,1.8,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1131,2016/03/24,ZU-IBK,FYSO,FYSO,1.5,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1130,2016/03/23,ZU-IBK,FYSO,FYSO,0.8,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1129,2016/03/22,ZS-PSD,FYSO,FYWE,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1128,2016/03/22,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1127,2016/03/21,ZU-IBK,FYSO,FYSO,0.8,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1126,2016/03/20,ZS-PSD,FYWH,FYSO,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1125,2016/03/20,ZS-PSD,FYSO,FYWH,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1124,2016/03/19,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1123,2016/03/19,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1122,2016/03/19,ZS-PSD,FAUP,FYWE,3.7,C206,1,0,"fykt, fyml",0,0,0,0,C206,SEL,0,0
1121,2016/03/18,ZS-PSD,FASI,FAUP,3.8,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1120,2016/03/15,ZS-PSD,FASI,FASI,1,C206,9,0,"Petite, FAHG",0,0,0,0,C206,SEL,0,0
1119,2016/03/14,ZU-IBK,FASI,FASI,1,Z194,6,0,--,0,0,0,0,Z194,SEL,0,0
1118,2016/03/14,ZS-PSD,FASI,FASI,1.8,C206,8,0,T&G's @ Petite,0,0,0,0,C206,SEL,0,0
1117,2016/02/28,N4242G,KPAE,KPAE,1,8KCAB,2,0,"acro, OS9",0,0,0,0,8KCAB,SEL,1,0
1116,2016/02/26,N824MZ,KPAE,KPAE,1.8,AEST,1,6,"PAE ILS16X4, HOLD, RNAV16, BFI ILS13; A. Maritz",0,0,0,0,AEST,MEL,0,0
1115,2016/02/20,N4242G,KPAE,KPAE,1,8KCAB,1,0,acro,0,0,0,0,8KCAB,SEL,1,0
1114,2016/01/25,N4242G,KPAE,KPAE,1,8KCAB,2,0,"Acro (inverted, spins)",0,0,0,0,8KCAB,SEL,1,0
1113,2016/01/09,N4242G,KPAE,KPAE,0.9,8KCAB,3,0,"Acro (inverted, spins)",0,0,0,0,8KCAB,SEL,1,0
1112,2016/01/08,N4242G,KPAE,KPAE,0.8,8KCAB,3,0,"Acro (inverted, spins)",0,0,0,0,8KCAB,SEL,1,0
1111,2016/01/02,N4242G,KPAE,KPAE,0.7,8KCAB,3,0,--,0,0,0,0,8KCAB,SEL,1,0
1110,2015/11/01,N4242G,KPAE,KPAE,1,8KCAB,7,0,--,0,0,0,0,8KCAB,SEL,1,0
1109,2015/10/31,ZS-PSD,FYWE,FAUP,3.2,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1108,2015/10/31,ZS-PSD,FAUP,FASI,3.2,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1107,2015/10/30,ZS-PSD,FYSO,FYWE,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1106,2015/10/29,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1105,2015/10/29,ZS-PSD,FYWE,FYWE,0.5,C206,4,0,--,0,0,0,0,C206,SEL,0,0
1104,2015/10/28,ZU-IBK,FYSO,FYWE,1.5,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1103,2015/10/27,ZU-IBK,FYSO,FYSO,1,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1102,2015/10/26,ZU-IBK,FYSO,FYSO,1.4,Z194,2,0,--,0,0,0,0,Z194,SEL,0,0
1101,2015/10/26,ZU-IBK,FYSO,FYSO,1,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1100,2015/10/25,ZU-IBK,FYSO,FYSO,1.4,Z194,2,0,--,0,0,0,0,Z194,SEL,0,0
1099,2015/10/25,ZU-IBK,FYSO,FYSO,0.7,Z194,7,0,--,0,0,0,0,Z194,SEL,0,0
1098,2015/10/24,ZU-IBK,FYWE,FYSO,1.5,Z194,2,0,--,0,0,0,0,Z194,SEL,0,0
1097,2015/10/24,ZU-IBK,FYSO,FYSO,0.7,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1096,2015/10/23,ZU-IBJ,FASI,FASI,0.5,Z194,3,0,--,0,0,0,0,Z194,SEL,0,0
1095,2015/10/22,ZU-IBJ,FASI,FASI,0.5,Z194,4,0,--,0,0,0,0,Z194,SEL,0,0
1094,2015/09/24,N4242G,KPAE,KPAE,0,8KCAB,1,0,"AWO, Acro Inst w Jim Ward",1,0,0,0,8KCAB,SEL,1,0
1093,2015/09/23,N4242G,KPAE,KPAE,0,8KCAB,1,0,"AWO, Acro Inst w Jim Ward",1,0,0,0,8KCAB,SEL,1,0
1092,2015/09/22,N4242G,CYYJ,KPAE,1,8KCAB,2,0,BLI,0,0,0,0,8KCAB,SEL,1,0
1091,2015/09/22,N4242G,KPAE,KPAE,0,8KCAB,1,0,"AWO, Acro Inst w Jim Ward",1,0,0,0,8KCAB,SEL,1,0
1090,2015/09/21,N4242G,KPAE,CYYJ,1,8KCAB,1,0,--,0,0,0,0,8KCAB,SEL,1,0
1089,2015/08/24,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,--,0,0,0,0,8KCAB,SEL,1,0
1088,2015/08/24,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,8KCAB,SEL,1,0
1087,2015/08/23,N4242G,KPAE,KPAE,0.7,8KCAB,2,0,--,0,0,0,0,8KCAB,SEL,1,0
1086,2015/08/23,N4242G,KPAE,KPAE,1.5,8KCAB,1,0,BVS,0,0,0,0,8KCAB,SEL,1,0
1085,2015/08/23,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,8KCAB,SEL,1,0
1084,2015/08/22,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,8KCAB,SEL,1,0
1083,2015/08/22,N4242G,KPAE,KPAE,1.5,8KCAB,1,0,BVS,0,0,0,0,8KCAB,SEL,1,0
1082,2015/08/22,N4242G,KPAE,KPAE,0.5,8KCAB,2,0,--,0,0,0,0,8KCAB,SEL,1,0
1081,2015/08/21,N4242G,KPAE,KPAE,0.5,8KCAB,2,0,--,0,0,0,0,8KCAB,SEL,1,0
1080,2015/08/21,N4242G,KPAE,KPAE,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,8KCAB,SEL,1,0
1079,2015/08/20,N4242G,KAWO,KAWO,0,8KCAB,1,0,Acro Inst w Jim Ward,0.7,0,0,0,8KCAB,SEL,1,0
1078,2015/08/20,N4242G,KPAE,KPAE,0.5,8KCAB,2,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1077,2015/08/16,N4242G,KPAE,KPAE,1.5,8KCAB,6,0,BVS,0,0,0,0,8KCAB,SEL,1,0
1076,2015/08/15,N824MZ,KBFI,KBFI,1.4,AEST,2,0,BFI-YYJ-BFI,0,0,0,0,AEST,MEL,0,0
1075,2015/08/14,N824MZ,KSJC,KBFI,3,AEST,1,1,ILS-31R,0,0.4,0,0,AEST,MEL,0,0
1074,2015/08/10,N4242G,KPAE,KPAE,1,8KCAB,4,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1073,2015/08/10,N824MZ,KBFI,KSJC,3,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1072,2015/08/07,N4242G,KPAE,KPAE,1,8KCAB,2,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1071,2015/08/05,N824MZ,KLVK,KBFI,3,AEST,1,1,ILS-31R,0,0.5,0,0,AEST,MEL,0,0
1070,2015/08/03,N824MZ,KBFI,KLVK,3,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1069,2015/07/30,N4242G,KPAE,KPAE,1.4,8KCAB,2,0,WA09,0,0,0,0,8KCAB,SEL,1,0
1068,2015/07/19,N4242G,KORS,KPAE,1.2,8KCAB,4,0,ORS-BVS-ORS-BVS-PAE,0,0,0,0,8KCAB,SEL,1,0
1067,2015/07/17,N4242G,KPAE,KORS,2,8KCAB,6,0,PAE-BVS-ORS-BVS-ORS-BVS,0,0,0,0,8KCAB,SEL,1,0
1066,2015/07/06,N824MZ,KBFI,KCOE,1.2,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1065,2015/07/06,N824MZ,KBFI,KBFI,1.3,AEST,1,4,"KAWO LOC-34 x3, Hold, KBFI ILS-13R (A. Maritz)",0,0,0,0,AEST,MEL,0,0
1064,2015/07/06,N824MZ,KCOE,KGEG,0.9,AEST,1,2,"KCOE RNAV-06, VOR-02 (J. Christy)",0,0,0,0,AEST,MEL,0,0
1063,2015/07/03,N4242G,KPAE,KPAE,1.5,8KCAB,8,0,KPAE 34R,0,0,0,0,8KCAB,SEL,1,0
1062,2015/07/02,N824MZ,KHIO,KBFI,1,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1061,2015/07/02,N824MZ,KSJC,KHIO,2.4,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1060,2015/06/29,N4242G,KPAE,KPAE,1.5,8KCAB,6,0,"AWO, Pt Townsend",0,0,0,0,8KCAB,SEL,1,0
1059,2015/06/27,N4242G,KPAE,KPAE,1.5,8KCAB,8,0,AWO,0,0,0,0,8KCAB,SEL,1,0
1058,2015/06/22,N824MZ,KMYF,KSJC,2,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1057,2015/06/19,N824MZ,KSJC,KMYF,2,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1056,2015/06/15,N824MZ,KASE,KSJC,4.3,AEST,2,0,Stop KRIF,0,0,0,0,AEST,MEL,0,0
1055,2015/06/12,N824MZ,KSJC,KASE,4.2,AEST,2,0,Stop KRIF,0,0,0,0,AEST,MEL,0,0
1054,2015/05/30,N4242G,KPAE,KPAE,1.5,8KCAB,8,0,"BVS, AWO",0,0,0,0,8KCAB,SEL,1,0
1053,2015/05/28,N824MZ,KLGB,KSJC,1.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1052,2015/05/27,N824MZ,KSJC,KLGB,1.5,AEST,1,1,ILS-25,0,0.5,0,0,AEST,MEL,0,0
1051,2015/05/26,N824MZ,KBFI,KSJC,3,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1050,2015/05/25,N824MZ,KPSC,KBFI,1,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1049,2015/05/23,N824MZ,CYYJ,KPSC,2.3,AEST,3,0,"via KBLI, KBVS",0,0,0,0,AEST,MEL,0,0
1048,2015/05/22,N824MZ,KBFI,CYYJ,1,AEST,2,0,via KBVS,0,0,0,0,AEST,MEL,0,0
1047,2015/05/22,N824MZ,KSJC,KBFI,3,AEST,1,1,ILS-13R,0,1,0,0,AEST,MEL,0,0
1046,2015/05/17,N4242G,KPAE,KPAE,2,8KCAB,7,0,"VIA BVS, ORS, WA09",0,0,0,0,8KCAB,SEL,1,0
1045,2015/05/15,N824MZ,KAPC,KSCJ,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1044,2015/05/14,N824MZ,KSJC,KAPC,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1043,2015/05/11,N824MZ,KBFI,KSJC,3,AEST,1,0,--,0,2,0,0,AEST,MEL,0,0
1042,2015/05/09,N4242G,KPAE,KPAE,2.5,8KCAB,10,0,"VIA BVS, ORS",0,0,0,0,8KCAB,SEL,1,0
1041,2015/05/08,N4242G,KPAE,KPAE,2,8KCAB,8,0,VIA BVS,0,0,0,0,8KCAB,SEL,1,0
1040,2015/05/07,N824MZ,KSJC,KBFI,3,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1039,2015/05/06,N824MZ,KVGT,KSJC,1.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1038,2015/05/04,N824MZ,KBFI,KVGT,4,AEST,2,0,via KRDM,0,0,0,0,AEST,MEL,0,0
1037,2015/05/02,N824MZ,CYYJ,KBFI,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1036,2015/05/01,N824MZ,KBFI,CYYJ,0.5,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1035,2015/04/12,N824MZ,KBFI,KBFI,1.7,AEST,1,0,"recurrent trg with J. Lionetti, eng out's etc",0,0,0,0,AEST,MEL,0,0
1034,2015/04/09,N824MZ,KSJC,KBFI,3,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1033,2015/04/07,N824MZ,KBUR,KSJC,1.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1032,2015/04/04,N824MZ,KSJC,KBUR,1.7,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1031,2015/03/28,N824MZ,KBFI,KSJC,3,AEST,1,0,--,0,0,0,0,AEST,MEL,0,0
1030,2015/03/21,ZU-IBK,FYSO,FYSO,1,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1029,2015/03/20,ZU-IBK,FYSO,FSYO,1,Z194,1,0,--,0,0,0,0,Z194,SEL,0,0
1028,2015/03/20,ZS-PSD,FYWE,FYSO,1,C206,1,0,--,0,0,0,0,C206,SEL,0,0
1027,2015/03/19,ZS-PSD,Dundi,FAUP,0.5,C206,1,0,--,0,0,0,0,C206,SEL,0,0
